1234000000017866,0
1234000000023670,1
1234000000012719,0
1234000000021503,0
1234000000010310,0
1234000000025726,0
1234000000017992,0
1234000000022557,0
1234000000015890,1
1234000000023379,0
1234000000014977,0
1234000000024437,1
1234000000025253,0
1234000000017062,0
1234000000024018,0
1234000000020769,0
1234000000023460,0
1234000000001403,0
1234000000002367,1
1234000000003276,0
1234000000021370,0
1234000000017014,1
1234000000015423,0
1234000000006911,1
1234000000005579,1
1234000000009708,1
1234000000012130,1
1234000000024245,1
1234000000014765,0
1234000000009054,0
1234000000019984,0
1234000000010304,0
1234000000016907,0
1234000000026380,0
1234000000000206,0
1234000000011844,1
1234000000022674,0
1234000000014577,1
1234000000019499,0
1234000000019085,0
1234000000008119,0
1234000000008740,0
1234000000011373,0
1234000000008145,0
1234000000021751,0
1234000000009615,0
1234000000002422,0
1234000000012156,0
1234000000008770,0
1234000000021087,0
1234000000006721,0
1234000000021186,1
1234000000027968,1
1234000000000418,1
1234000000008962,0
1234000000001652,0
1234000000006660,1
1234000000025626,1
1234000000015373,0
1234000000016618,0
1234000000019674,1
1234000000008401,0
1234000000021903,0
1234000000022163,0
1234000000014706,0
1234000000011201,0
1234000000023716,0
1234000000007402,0
1234000000021012,1
1234000000015190,0
1234000000008155,1
1234000000004806,0
1234000000002943,0
1234000000000699,0
1234000000024300,0
1234000000025180,0
1234000000024127,0
1234000000021319,1
1234000000001056,1
1234000000010146,1
1234000000005121,1
1234000000027887,1
1234000000009812,0
1234000000020047,0
1234000000020543,0
1234000000003499,0
1234000000017088,1
1234000000015817,1
1234000000016146,0
1234000000013848,0
1234000000006020,0
1234000000017418,0
1234000000000010,0
1234000000007675,0
1234000000018690,0
1234000000008054,1
1234000000021983,0
1234000000021283,0
1234000000011133,1
1234000000027996,1
1234000000005160,0
1234000000000449,0
1234000000001764,0
1234000000024313,0
1234000000018274,1
1234000000012089,0
1234000000023734,0
1234000000010040,0
1234000000009834,0
1234000000011086,0
1234000000004593,0
1234000000017782,0
1234000000025436,0
1234000000008040,0
1234000000024386,1
1234000000003153,0
1234000000025517,0
1234000000012454,1
1234000000027909,0
1234000000017207,0
1234000000005174,0
1234000000010591,1
1234000000000312,0
1234000000028081,0
1234000000001770,0
1234000000004265,0
1234000000007422,1
1234000000003954,0
1234000000004107,0
1234000000002096,1
1234000000016054,0
1234000000014052,1
1234000000015369,0
1234000000002404,0
1234000000016416,1
1234000000019280,1
1234000000015809,1
1234000000012787,1
1234000000025459,1
1234000000025013,0
1234000000008086,0
1234000000017827,0
1234000000010016,0
1234000000006750,1
1234000000001531,0
1234000000009683,0
1234000000006179,1
1234000000019287,0
1234000000012891,0
1234000000003214,1
1234000000006616,0
1234000000017431,0
1234000000019046,0
1234000000019823,0
1234000000001002,0
