3450003077,0
3450049063,0
3450042690,0
3450002750,1
3450028012,0
3450023598,0
3450019896,0
3450026450,0
3450003985,0
3450049138,0
3450046530,1
3450045894,1
3450013048,0
3450040604,1
3450042411,1
3450003857,0
3450044320,1
3450032229,1
3450049316,1
3450017578,0
3450017510,0
3450021590,0
3450019909,1
3450044352,1
3450010048,0
3450019171,0
3450016289,0
3450030678,0
3450009312,0
3450016801,0
3450036801,1
3450003103,0
3450002442,0
3450046489,1
3450038391,0
3450027153,0
3450047765,0
3450002540,0
3450025298,0
3450026716,0
3450024691,0
3450015866,1
3450046104,1
3450014034,0
3450011691,0
3450033750,0
3450002697,0
3450039995,0
3450025031,0
3450003235,0
3450027038,1
3450045869,1
3450033129,0
3450035002,0
3450035568,0
3450020441,0
3450028202,0
3450003980,0
3450045615,0
3450003059,1
3450002170,1
3450003094,0
3450015572,0
3450021574,0
3450003905,1
3450005350,0
3450014707,0
3450013652,0
3450044382,0
3450037585,0
3450004608,0
3450016898,0
3450019954,1
3450047507,1
3450001678,0
3450030127,0
3450021728,0
3450040977,0
3450010098,0
3450007703,0
3450043902,0
3450022972,0
3450015518,0
3450039453,0
3450004176,0
3450034522,0
3450024815,0
3450025428,1
3450023015,0
3450029430,0
3450043542,1
3450033126,0
3450008932,0
3450032900,0
3450044690,0
3450032110,0
3450004759,0
3450037702,0
3450018751,0
3450030434,1
3450024834,0
3450008002,0
3450027218,1
3450028944,0
3450032009,1
3450021407,1
3450022055,1
3450021815,0
3450036602,0
3450032602,0
3450035703,0
3450017837,0
3450005119,1
3450038767,0
3450026522,0
3450020814,1
3450038501,0
3450005207,0
3450000331,0
3450042352,0
3450013901,0
3450012030,0
3450026908,1
3450032216,0
3450042476,0
3450022810,0
3450004313,0
3450025922,1
3450001684,0
3450047335,1
3450023467,0
3450025901,0
3450020848,1
3450049371,0
3450025959,0
3450035880,0
3450011559,0
3450038615,0
3450003693,0
3450021814,0
3450004932,0
3450040751,1
3450026973,0
3450037108,0
3450031156,1
3450005216,0
3450003467,0
3450038809,0
3450038219,0
3450023157,0
3450023751,0
3450022085,1
3450002177,1
3450003432,0
3450047856,0
3450015778,1
3450048144,0
3450025141,0
3450029944,1
3450034678,0
3450048319,0
3450024709,0
3450038752,1
3450037062,1
3450032653,0
3450022444,0
3450025983,0
3450029437,0
3450047863,1
3450004143,0
3450003062,0
3450034442,0
3450042695,0
3450026060,0
3450038214,0
3450005002,0
3450001736,0
3450014208,0
3450023879,1
3450049543,1
3450049882,0
3450027830,0
3450033052,0
3450037028,0
3450040982,0
3450031940,1
3450032241,0
3450021727,0
3450003861,0
3450041257,1
3450021171,0
3450018946,0
3450024344,0
3450011374,0
3450003920,0
3450002571,1
3450040535,0
3450024661,1
3450003315,1
3450029998,0
3450004155,0
3450032473,0
3450002071,1
3450026065,0
3450013147,0
3450021915,0
3450024895,0
3450037857,0
3450038343,1
3450023496,0
3450002503,1
3450023791,1
3450033469,1
3450032712,0
3450031173,0
3450023906,1
3450043954,1
3450022535,0
3450011383,0
3450021758,0
3450013055,0
3450023042,0
3450000341,0
3450002281,0
3450017324,0
3450043911,0
3450049112,1
3450022825,0
3450046914,0
3450047418,1
3450040992,0
3450040402,1
3450021509,0
3450026661,0
3450036119,0
3450049806,1
3450031457,1
3450022536,0
3450024800,0
3450010174,1
3450040064,0
3450002307,0
3450003583,0
3450003185,0
3450033657,1
3450034401,1
3450015702,0
3450032551,0
3450019280,0
3450033115,0
3450024233,1
3450022956,0
3450023422,1
3450031410,1
3450002745,0
3450000675,0
3450019784,0
3450037307,1
3450045939,0
3450012338,1
3450022920,0
3450009132,0
3450017230,0
3450041588,0
3450028031,0
3450043923,1
3450029205,0
3450001825,0
3450009962,0
3450021178,0
3450002705,0
3450010969,0
3450029667,0
3450027440,1
3450036100,0
